stu_id,stu_name,emp_type_id,title,birthday,home_address,postal_code,city_id,phone_num,email,active_flg
5232,Greta Dubois,3,Ms,1992-08-12,609 Achebe St,K8A 4X4,10,555-4854,student5232@example.edu,1
5233,Imani Delgado,3,Dr,2000-03-19,244 Haddad St,P8J 6W9,27,555-1767,student5233@example.edu,1
5234,Nadia Rossi,2,Dr,1975-04-09,412 Kowalski St,K0B 5X9,29,555-1414,student5234@example.edu,1
5235,Bruno Choi,2,Dr,1983-03-17,448 Varga St,M0J 5Y8,13,555-3883,student5235@example.edu,1
5236,Amara Haddad,1,Mx,1994-12-29,907 Ahmadi St,M7H 0Z2,29,555-2120,student5236@example.edu,1
5237,Imani Xu,1,Mx,1995-04-03,158 Moreau St,K7A 3Y0,2,555-6331,student5237@example.edu,1
5238,Liam Eriksen,1,Mr,1999-04-27,757 Zielinski St,L9C 3T8,16,555-4331,student5238@example.edu,1
5239,Kaia Rossi,2,Mr,1996-01-31,130 Ferreira St,N7E 3R1,29,555-6423,student5239@example.edu,1
5240,Adaeze Eriksen,1,Mr,2002-12-06,854 Jansen St,K8C 9R4,23,555-3013,student5240@example.edu,1
5241,Hiro Yilmaz,1,Ms,2001-01-04,706 Nakamura St,L0E 4X4,23,555-4385,student5241@example.edu,1
5242,Jasper Varga,1,Dr,2004-12-22,883 Jansen St,L1C 9Z9,24,555-1657,student5242@example.edu,1
5243,Chiara Varga,1,Dr,1979-07-13,780 Ferreira St,L1A 7R7,13,555-4238,student5243@example.edu,1
5244,Yusuf Quintero,1,Dr,1991-10-19,892 Yilmaz St,M2A 4T9,10,555-9665,student5244@example.edu,1
5245,Farid Achebe,1,Mr,1993-03-18,545 Delgado St,L3C 9Y3,14,555-7458,student5245@example.edu,1
5246,Esther Varga,1,Ms,2004-08-12,906 Costa St,L3C 3T6,30,555-4151,student5246@example.edu,1
5247,Chiara Ibrahim,1,Ms,1991-12-04,66 Bergstrom St,N7H 0W1,28,555-3757,student5247@example.edu,1
5248,Zara Jansen,3,Mx,1988-05-26,370 Yilmaz St,K3A 1Z7,29,555-5174,student5248@example.edu,1
5249,Ursula Gallagher,1,Mr,2000-04-10,947 Silva St,M6J 5X1,20,555-6432,student5249@example.edu,1
5250,Quinn Nakamura,1,Ms,1990-08-19,706 Dubois St,V2C 8Y4,10,555-6861,student5250@example.edu,1
5251,Lucia Ferreira,1,Mr,2000-09-15,843 Haddad St,P3C 5W4,1,555-6917,student5251@example.edu,1
5252,Elena Ueda,1,Mx,1994-06-24,416 Dubois St,K0C 8Z1,8,555-4028,student5252@example.edu,1
5253,Hiro Silva,3,Dr,1988-03-14,737 Silva St,M0J 3Y3,23,555-6115,student5253@example.edu,1
5254,Esther Kowalski,1,Dr,1993-11-17,600 Gallagher St,K5C 4X9,15,555-9825,student5254@example.edu,1
5255,Hassan Achebe,1,Mr,2002-03-01,690 Petrov St,V7E 3T3,3,555-1567,student5255@example.edu,1
5256,Celine Choi,2,Mx,1977-05-01,317 Ueda St,V2C 6T8,5,555-1963,student5256@example.edu,1
5257,Noor Tanaka,1,Ms,1995-01-28,38 Nakamura St,P2J 6T4,11,555-3178,student5257@example.edu,1
5258,Ursula Eriksen,1,Mx,1987-06-06,780 Zielinski St,M7C 1X0,14,555-9872,student5258@example.edu,1
5259,Mateo Silva,2,Mx,2003-12-17,982 Bianchi St,M0J 2Y4,8,555-1131,student5259@example.edu,1
5260,Farid Jansen,3,Mx,1984-09-02,846 Xu St,V7A 5T4,24,555-3337,student5260@example.edu,1
5261,Ursula Varga,1,Mr,1991-06-24,4 Whitfield St,L7C 9W8,12,555-4341,student5261@example.edu,1
5262,Gabriela Lindqvist,1,Dr,1978-02-10,404 Haddad St,K2H 9R1,17,555-4116,student5262@example.edu,1
5263,Gabriela Rossi,2,Mr,1978-09-26,426 Ibrahim St,P6J 6Z1,9,555-8938,student5263@example.edu,1
5264,Ursula Achebe,1,Dr,1980-07-21,346 Gallagher St,M6B 6R1,30,555-3748,student5264@example.edu,1
5265,Liam Achebe,1,Dr,1993-12-10,463 Gallagher St,L5J 4W2,16,555-4635,student5265@example.edu,1
5266,Amara Okonkwo,2,Dr,1988-11-24,123 Bianchi St,K6C 2Z4,5,555-6162,student5266@example.edu,1
5267,Zara Dubois,1,Mr,1994-06-27,732 Costa St,P8J 4Y9,21,555-9627,student5267@example.edu,1
5268,Gabriela Eriksen,1,Dr,1992-11-16,564 Varga St,P2C 4Y4,30,555-8582,student5268@example.edu,1
5269,Nadia Varga,1,Ms,1980-10-21,978 Yilmaz St,K3A 8Y5,13,555-6105,student5269@example.edu,1
5270,Viktor Tanaka,2,Mr,1981-04-07,102 Bergstrom St,M1C 7W0,17,555-9431,student5270@example.edu,1
5271,Tomas Quintero,1,Ms,1999-02-09,803 Jansen St,N8A 8W4,1,555-4181,student5271@example.edu,1
5272,Devon Bergstrom,3,Dr,1981-06-06,509 Costa St,P0A 8R1,10,555-2966,student5272@example.edu,1
5273,Bruno Kowalski,1,Dr,2003-12-10,214 Varga St,M3B 8Z2,20,555-6809,student5273@example.edu,1
5274,Hassan Quintero,3,Mr,2004-04-27,477 Quintero St,M2H 8Y1,14,555-4881,student5274@example.edu,1
5275,Oscar Nakamura,1,Mr,1994-07-28,424 Costa St,N9C 2R4,24,555-2335,student5275@example.edu,1
5276,Oscar Okonkwo,1,Mx,1981-04-21,108 Lindqvist St,M6J 3Y2,20,555-6294,student5276@example.edu,1
5277,Devon Gallagher,1,Ms,1977-08-22,894 Ibrahim St,P7A 3R5,2,555-3820,student5277@example.edu,1
5278,Oscar Rossi,1,Ms,1986-07-20,480 Jansen St,K5B 1Z6,27,555-1789,student5278@example.edu,1
5279,Yusuf Dubois,2,Mx,1995-09-15,802 Jansen St,L8E 7Z5,6,555-9578,student5279@example.edu,1
5280,Quinn Okonkwo,1,Dr,1982-04-02,202 Costa St,K2E 3W4,17,555-6904,student5280@example.edu,1
5281,Amara Ahmadi,1,Mx,2001-03-18,83 Kowalski St,V5B 3R5,12,555-9768,student5281@example.edu,1
5282,Chiara Ueda,1,Mx,1977-07-16,508 Nakamura St,K2C 3Z1,3,555-3175,student5282@example.edu,1
5283,Viktor Bianchi,3,Mr,2000-10-24,278 Moreau St,M2H 1R0,7,555-3051,student5283@example.edu,1
5284,Zara Kowalski,1,Mx,2003-10-03,137 Costa St,V8E 4T3,26,555-9933,student5284@example.edu,1
5285,Bo Choi,1,Dr,1992-03-30,45 Choi St,L8H 2T6,3,555-8579,student5285@example.edu,1
5286,Mateo Achebe,2,Mr,1988-07-19,974 Okonkwo St,N7E 2T0,1,555-5835,student5286@example.edu,1
5287,Adaeze Ueda,1,Mx,1976-04-03,764 Yilmaz St,M6C 1X0,12,555-6148,student5287@example.edu,1
5288,Greta Choi,1,Mr,2000-01-06,881 Jansen St,K1B 2X7,7,555-7038,student5288@example.edu,1
5289,Gabriela Gallagher,2,Ms,1980-01-17,107 Ferreira St,L8B 0R2,30,555-1670,student5289@example.edu,1
5290,Esther Rossi,1,Mr,2001-09-26,463 Silva St,V8A 8W5,30,555-9387,student5290@example.edu,1
5291,Noor Dubois,3,Mx,1975-11-07,147 Moreau St,L8H 4R2,11,555-3472,student5291@example.edu,1
5292,Imani Kowalski,1,Dr,1985-05-08,499 Whitfield St,M6B 1T6,,555-9813,student5292@example.edu,1
5293,Greta Ahmadi,1,Mr,2001-11-11,644 Silva St,K9E 3R0,28,555-9244,student5293@example.edu,1
5294,Yusuf Ferreira,1,Dr,1990-09-04,710 Rossi St,K2J 3W8,15,555-8210,student5294@example.edu,1
5295,Ines Bianchi,1,Dr,2003-06-21,648 Varga St,N2B 2R8,15,555-4999,student5295@example.edu,1
5296,Lucia Achebe,1,Mr,1998-08-20,103 Ibrahim St,L1C 3Z7,5,555-2752,student5296@example.edu,1
5297,Hiro Dubois,1,Dr,1986-04-25,781 Whitfield St,K1C 4Z3,17,555-2053,student5297@example.edu,1
5298,Esther Zielinski,3,Mx,2003-10-20,421 Ibrahim St,M3A 2R3,19,555-8149,student5298@example.edu,1
5299,Mina Bergstrom,1,Ms,1983-12-15,279 Xu St,N3C 3W0,14,555-3895,student5299@example.edu,1
5300,Kenji Zielinski,2,Mx,1985-12-09,377 Kowalski St,N4C 3Y2,14,555-8553,student5300@example.edu,1
5301,Dmitri Haddad,1,Ms,1982-05-08,853 Lindqvist St,K4J 5X9,2,555-1716,student5301@example.edu,1
5302,Ursula Moreau,1,Ms,2003-06-03,950 Varga St,K8H 8T8,9,555-5355,student5302@example.edu,1
5303,Chiara Dubois,2,Ms,2004-09-11,760 Ibrahim St,L5A 2Y7,3,555-8845,student5303@example.edu,1
5304,Ines Kowalski,1,Mr,1983-02-11,641 Moreau St,M1E 1W4,23,555-6621,student5304@example.edu,1
5305,Chiara Bergstrom,3,Mx,1995-08-22,403 Varga St,P9C 6T6,4,555-5475,student5305@example.edu,1
5306,Kaia Eriksen,1,Ms,1982-05-26,336 Quintero St,P5E 6W6,4,555-8334,student5306@example.edu,1
5307,Wren Rossi,1,Dr,1982-07-03,785 Okonkwo St,P0J 6X9,10,555-9992,student5307@example.edu,1
5308,Hassan Haddad,3,Ms,1980-08-28,674 Bergstrom St,N2H 4Y0,5,555-3504,student5308@example.edu,1
5309,Ines Tanaka,1,Ms,1977-04-22,443 Bianchi St,K2A 6T0,14,555-4879,student5309@example.edu,1
5310,Bruno Costa,3,Mr,1997-07-26,854 Okonkwo St,K6C 4R0,15,555-2652,student5310@example.edu,1
5311,Amara Achebe,3,Mx,1989-05-22,915 Delgado St,M0E 7T9,21,555-4823,student5311@example.edu,1
5312,Celine Ibrahim,2,Mx,1975-08-22,713 Choi St,K9C 4T8,18,555-3987,student5312@example.edu,1
5313,Lucia Bianchi,1,Dr,1977-09-28,258 Xu St,N3B 3Z3,24,555-2875,student5313@example.edu,1
5314,Oscar Gallagher,2,Ms,1989-09-15,600 Jansen St,V4A 3W4,1,555-4890,student5314@example.edu,1
5315,Tomas Petrov,1,Ms,1984-08-16,489 Okonkwo St,V5H 0Y9,4,555-6747,student5315@example.edu,1
5316,Priya Jansen,1,Dr,1984-11-30,205 Nakamura St,M5A 4Y5,19,555-4356,student5316@example.edu,1
5317,Amara Ibrahim,1,Ms,1986-08-16,105 Quintero St,M4C 2R0,18,555-3131,student5317@example.edu,1
5318,Oscar Costa,1,Mr,1987-10-07,498 Moreau St,M9A 1T7,19,555-7054,student5318@example.edu,1
5319,Noor Zielinski,3,Mr,1978-05-30,121 Costa St,K8B 0R7,20,555-4036,student5319@example.edu,1
5320,Celine Bianchi,3,Dr,1985-08-18,198 Delgado St,P4E 1W2,23,555-7147,student5320@example.edu,1
5321,Adaeze Rossi,1,Dr,1976-02-18,280 Gallagher St,P9B 6X7,20,555-3073,student5321@example.edu,1
5322,Hiro Quintero,2,Dr,1999-07-16,7 Ueda St,M6C 5R3,15,555-7095,student5322@example.edu,1
5323,Quinn Quintero,2,Ms,1982-12-16,469 Gallagher St,V8E 3Z3,20,555-7900,student5323@example.edu,1
5324,Priya Achebe,2,Mx,1979-08-16,937 Petrov St,V5B 8R5,6,555-3479,student5324@example.edu,1
5325,Kenji Petrov,3,Mx,2001-08-12,866 Kowalski St,N2J 0X6,5,555-6253,student5325@example.edu,1
5326,Sofia Choi,1,Dr,1981-10-18,39 Petrov St,V9E 6W1,26,555-6074,student5326@example.edu,1
5327,Liam Varga,1,Mr,2003-07-06,26 Quintero St,M6A 6R3,30,555-7586,student5327@example.edu,1
5328,Lucia Ahmadi,1,Mr,1978-05-12,249 Gallagher St,L4C 6T2,16,555-9869,student5328@example.edu,1
5329,Farid Zielinski,1,Dr,1985-09-06,405 Jansen St,N2H 6T6,30,555-4181,student5329@example.edu,1
5330,Jasper Ferreira,3,Dr,1986-12-05,121 Gallagher St,N1J 4R7,30,555-6922,student5330@example.edu,1
5331,Kaia Achebe,3,Ms,1994-03-18,728 Rossi St,P1H 0W0,3,555-5241,student5331@example.edu,1
5332,Lucia Lindqvist,2,Mx,1985-03-07,278 Achebe St,K5C 4W4,25,555-3362,student5332@example.edu,1
5333,Yusuf Quintero,1,Ms,1994-04-16,913 Ibrahim St,P7C 8X9,3,555-2263,student5333@example.edu,1
5334,Xiomara Eriksen,3,Dr,1980-07-02,474 Ahmadi St,V5C 8Y3,25,555-8780,student5334@example.edu,1
5335,Devon Petrov,2,Mr,2002-11-09,816 Whitfield St,L9E 0Z9,14,555-2393,student5335@example.edu,1
5336,Celine Ueda,1,Ms,1991-01-06,283 Rossi St,K3A 1Z6,21,555-9398,student5336@example.edu,1
5337,Priya Gallagher,1,Mr,1988-03-09,30 Jansen St,V4J 7T9,30,555-5936,student5337@example.edu,1
5338,Oscar Yilmaz,3,Dr,1977-02-16,581 Achebe St,V7C 4Z3,7,555-7494,student5338@example.edu,1
5339,Jonas Kowalski,1,Mx,1985-06-10,211 Rossi St,L1J 6X5,21,555-4264,student5339@example.edu,1
5340,Jonas Ahmadi,2,Ms,1995-11-18,786 Bianchi St,K4J 7Y9,29,555-4480,student5340@example.edu,1
5341,Esther Dubois,1,Mx,1977-08-24,498 Nakamura St,V6A 2Y3,29,555-8708,student5341@example.edu,1
5342,Farid Petrov,1,Mx,1998-12-23,530 Moreau St,N7B 6T1,1,555-2255,student5342@example.edu,1
5343,Farid Nakamura,1,Mr,2000-07-18,639 Eriksen St,L4E 3X8,2,555-9998,student5343@example.edu,1
5344,Ursula Choi,1,Ms,1998-01-11,370 Silva St,V0E 3W1,4,555-4602,student5344@example.edu,1
5345,Elena Dubois,1,Ms,2000-11-03,102 Eriksen St,P2J 7T4,10,555-4145,student5345@example.edu,1
5346,Liam Silva,2,Mr,2003-01-17,559 Costa St,L3A 9Y4,7,555-8613,student5346@example.edu,1
5347,Elena Tanaka,1,Mr,1992-07-20,844 Bergstrom St,P5A 0W3,18,555-9046,student5347@example.edu,1
5348,Ursula Petrov,3,Ms,1979-11-15,523 Ahmadi St,N3J 3W7,26,555-7977,student5348@example.edu,1
5349,Quinn Kowalski,3,Mx,1985-06-17,174 Nakamura St,V7C 8Y1,16,555-6801,student5349@example.edu,1
5350,Amara Nakamura,3,Mr,1976-09-04,349 Bianchi St,V4J 2X2,8,555-4704,student5350@example.edu,1
5351,Elena Bergstrom,1,Dr,1976-06-22,209 Varga St,L7H 7X0,20,555-7013,student5351@example.edu,1
5352,Viktor Silva,1,Mr,1981-05-03,111 Ibrahim St,K7A 3R2,16,555-7893,student5352@example.edu,1
5353,Bo Achebe,1,Mx,1998-09-12,698 Dubois St,V5E 7W0,25,555-7114,student5353@example.edu,1
5354,Celine Zielinski,1,Mx,1998-09-27,896 Nakamura St,L8A 4Z8,1,555-7983,student5354@example.edu,1
5355,Greta Eriksen,2,Dr,1979-08-08,187 Okonkwo St,M2C 7Z9,24,555-6800,student5355@example.edu,1
5356,Farid Ueda,1,Dr,2000-10-31,589 Kowalski St,N7E 9R3,19,555-5917,student5356@example.edu,1
5357,Viktor Jansen,2,Mr,1997-05-03,948 Bianchi St,M4H 1X2,1,555-4306,student5357@example.edu,1
5358,Gabriela Rossi,1,Ms,1990-01-07,665 Bergstrom St,V2A 3X7,22,555-4534,student5358@example.edu,1
5359,Ursula Achebe,1,Mr,1985-12-03,797 Petrov St,P5B 7X3,26,555-2050,student5359@example.edu,1
5360,Chiara Choi,1,Dr,1979-02-22,306 Eriksen St,N2H 9R8,9,555-8763,student5360@example.edu,1
5361,Xiomara Okonkwo,3,Mx,1980-04-07,746 Ferreira St,K6C 4X5,29,555-5064,student5361@example.edu,1
5362,Tomas Nakamura,2,Mr,1990-02-06,895 Ibrahim St,V1C 1R0,8,555-7797,student5362@example.edu,1
5363,Xiomara Xu,1,Mx,1993-01-05,353 Ibrahim St,L1C 0X3,12,555-9863,student5363@example.edu,1
5364,Gabriela Yilmaz,2,Mx,2000-07-20,531 Rossi St,M6H 4T5,25,555-1759,student5364@example.edu,1
5365,Farid Jansen,2,Ms,1990-12-11,301 Yilmaz St,M5A 5W0,20,555-5735,student5365@example.edu,1
5366,Devon Gallagher,3,Mx,1979-02-07,18 Ahmadi St,L8E 1T5,6,555-6763,student5366@example.edu,1
5367,Celine Okonkwo,1,Mx,1982-03-09,99 Quintero St,M4H 6X6,4,555-3716,student5367@example.edu,1
5368,Rafael Delgado,2,Dr,1979-06-08,145 Okonkwo St,P5C 8T7,24,555-2305,student5368@example.edu,1
5369,Amara Eriksen,1,Mr,1976-02-16,845 Delgado St,K0C 7Y2,8,555-2927,student5369@example.edu,1
5370,Hassan Petrov,1,Mr,1988-01-07,400 Quintero St,V1C 4W7,14,555-8923,student5370@example.edu,1
5371,Noor Okonkwo,3,Mx,2001-02-17,430 Lindqvist St,N2J 4X3,2,555-9530,student5371@example.edu,1
5372,Nadia Eriksen,1,Dr,1983-06-29,29 Rossi St,V2C 7T3,2,555-4625,student5372@example.edu,1
5373,Imani Costa,2,Dr,2002-11-26,373 Whitfield St,M0C 0Z3,14,555-7748,student5373@example.edu,1
5374,Chiara Gallagher,1,Mx,1985-05-03,715 Haddad St,K8J 9R7,5,555-5745,student5374@example.edu,1
5375,Chiara Tanaka,1,Dr,1986-12-19,196 Varga St,M9E 0W6,4,555-1692,student5375@example.edu,1
5376,Xiomara Quintero,1,Mr,2003-07-10,234 Costa St,M5C 7X1,26,555-3140,student5376@example.edu,1
5377,Yusuf Haddad,2,Mx,2002-10-18,766 Moreau St,N0E 5R2,24,555-8807,student5377@example.edu,1
5378,Oscar Gallagher,1,Mr,1994-08-07,927 Lindqvist St,L2E 5W1,25,555-2276,student5378@example.edu,1
5379,Mateo Haddad,1,Dr,1975-03-14,793 Achebe St,V8B 4Z7,2,555-1805,student5379@example.edu,1
5380,Tomas Lindqvist,1,Mr,1996-04-09,323 Achebe St,V1C 4X5,7,555-3330,student5380@example.edu,1
5381,Adaeze Bianchi,1,Mr,1985-03-06,778 Achebe St,M9E 3Z0,20,555-9957,student5381@example.edu,1
5382,Xiomara Rossi,3,Dr,1978-04-09,505 Kowalski St,L3C 9R5,6,555-6006,student5382@example.edu,1
5383,Farid Haddad,3,Mr,1986-08-10,31 Yilmaz St,N9C 8T8,12,555-4131,student5383@example.edu,1
5384,Lucia Bianchi,1,Mr,2002-09-07,470 Achebe St,N4H 1Z0,4,555-3607,student5384@example.edu,1
5385,Zara Bergstrom,3,Ms,1998-02-19,282 Zielinski St,N4C 2R2,24,555-5715,student5385@example.edu,1
5386,Amara Costa,2,Mx,2004-08-26,728 Eriksen St,L4B 4R2,19,555-6141,student5386@example.edu,1
5387,Quinn Bianchi,1,Ms,1980-09-29,439 Choi St,K6A 8Y5,10,555-5349,student5387@example.edu,1
5388,Imani Tanaka,1,Dr,2001-11-21,312 Yilmaz St,K9A 2Y6,3,555-3606,student5388@example.edu,1
5389,Yusuf Achebe,1,Dr,2001-10-27,220 Delgado St,P4J 2R2,,555-6854,student5389@example.edu,1
5390,Zara Dubois,2,Mx,1991-04-03,51 Varga St,K1J 8Y8,26,555-1151,student5390@example.edu,1
5391,Liam Bergstrom,3,Ms,1977-10-03,736 Zielinski St,M7E 3Y6,23,555-9376,student5391@example.edu,1
5392,Felix Tanaka,2,Mr,1989-10-25,91 Ibrahim St,P0A 3T1,26,555-5391,student5392@example.edu,1
5393,Kaia Nakamura,1,Mx,1975-03-01,240 Nakamura St,M3C 1W2,28,555-7755,student5393@example.edu,1
5394,Greta Nakamura,2,Dr,1996-11-09,128 Tanaka St,M2A 3Y3,8,555-5734,student5394@example.edu,1
5395,Mateo Gallagher,1,Ms,1992-04-02,414 Ferreira St,P7C 5W7,26,555-7645,student5395@example.edu,1
5396,Xiomara Bergstrom,1,Mr,1998-07-30,809 Petrov St,K6J 7Y2,4,555-6029,student5396@example.edu,1
5397,Mateo Ueda,1,Ms,1979-01-23,920 Xu St,L4J 5T0,17,555-9495,student5397@example.edu,1
5398,Adaeze Choi,2,Ms,1991-07-19,641 Tanaka St,N2A 1X1,6,555-6990,student5398@example.edu,1
5399,Jonas Quintero,1,Ms,1996-03-06,646 Ahmadi St,N2J 8Y5,21,555-2931,student5399@example.edu,1
5400,Esther Ibrahim,1,Mx,2001-04-19,205 Ferreira St,P2C 7T4,15,555-5793,student5400@example.edu,1
5401,Hiro Moreau,3,Ms,1993-09-10,613 Choi St,N0B 6Y6,8,555-4927,student5401@example.edu,1
5402,Yusuf Nakamura,1,Mx,1987-08-09,240 Rossi St,M3H 8Y2,10,555-3085,student5402@example.edu,1
5403,Quinn Bergstrom,1,Mx,1981-01-07,987 Ahmadi St,M6E 3X6,7,555-9413,student5403@example.edu,1
5404,Ines Rossi,1,Ms,1993-06-14,435 Delgado St,M1H 0T5,26,555-6301,student5404@example.edu,1
5405,Oscar Petrov,2,Mr,2002-11-27,47 Kowalski St,P9B 6Y4,13,555-7786,student5405@example.edu,1
5406,Amara Zielinski,1,Ms,1978-09-28,533 Nakamura St,L2J 9W2,29,555-4451,student5406@example.edu,1
5407,Adaeze Dubois,2,Mx,2003-02-24,698 Quintero St,L3J 8W9,21,555-5449,student5407@example.edu,1
5408,Oscar Ibrahim,3,Mr,1997-04-20,695 Costa St,P8C 9Z1,3,555-3815,student5408@example.edu,1
5409,Oscar Eriksen,3,Mx,1976-01-25,464 Quintero St,N6J 4R7,26,555-2357,student5409@example.edu,1
5410,Esther Okonkwo,2,Mx,1995-11-28,564 Ferreira St,L7J 9T0,5,555-5171,student5410@example.edu,1
5411,Mateo Ueda,3,Dr,1987-01-21,903 Tanaka St,M7E 4Y9,15,555-2701,student5411@example.edu,1
5412,Viktor Bergstrom,1,Ms,1991-01-17,766 Lindqvist St,K8C 9Y7,2,555-6344,student5412@example.edu,1
5413,Kaia Choi,2,Mr,1986-12-10,707 Varga St,N9H 9Y5,17,555-5358,student5413@example.edu,1
5414,Viktor Haddad,1,Mx,1978-02-11,742 Silva St,V6H 1T4,25,555-6711,student5414@example.edu,1
5415,Celine Whitfield,1,Mx,1998-06-02,787 Tanaka St,N7A 1Y8,25,555-1744,student5415@example.edu,1
5416,Elena Rossi,1,Dr,1984-11-17,426 Lindqvist St,K0H 0T2,15,555-5357,student5416@example.edu,1
5417,Priya Ahmadi,1,Ms,1996-11-18,512 Quintero St,N3J 8T2,25,555-6529,student5417@example.edu,1
5418,Priya Ahmadi,1,Dr,1984-06-07,985 Silva St,L8B 8Y8,4,555-1801,student5418@example.edu,1
5419,Mina Okonkwo,1,Mr,1988-05-06,271 Quintero St,N4J 3X5,19,555-5844,student5419@example.edu,1
5420,Imani Moreau,2,Dr,1978-09-14,81 Eriksen St,L8H 7R6,13,555-6514,student5420@example.edu,1
5421,Kenji Dubois,1,Mx,1989-11-25,332 Petrov St,M4E 7Z9,2,555-3286,student5421@example.edu,1
5422,Rafael Varga,2,Mx,1977-01-13,39 Okonkwo St,V7H 3Z2,17,555-1611,student5422@example.edu,1
5423,Imani Choi,3,Mx,1979-09-08,664 Yilmaz St,K9E 7R1,10,555-9449,student5423@example.edu,1
5424,Jasper Nakamura,2,Mx,1999-10-08,85 Achebe St,V6H 7X6,10,555-5628,student5424@example.edu,1
5425,Esther Costa,1,Dr,1980-05-30,349 Quintero St,V1C 8T2,7,555-2578,student5425@example.edu,1
5426,Devon Gallagher,1,Ms,2004-12-02,863 Bianchi St,P5B 3W1,22,555-5415,student5426@example.edu,1
5427,Dmitri Delgado,2,Ms,1977-10-02,663 Eriksen St,P8A 8T9,21,555-5696,student5427@example.edu,1
5428,Devon Quintero,1,Mr,1986-09-13,666 Yilmaz St,N2B 5Y4,2,555-8916,student5428@example.edu,1
5429,Felix Jansen,2,Mx,1989-04-30,450 Ueda St,M5B 8R4,17,555-1313,student5429@example.edu,1
5430,Nadia Quintero,1,Mx,1994-01-17,596 Costa St,P8J 8X3,7,555-5429,student5430@example.edu,1
5431,Hassan Nakamura,1,Mx,2000-09-27,528 Kowalski St,N7H 4X1,16,555-7009,student5431@example.edu,1
5432,Bo Jansen,1,Mx,1977-08-04,460 Nakamura St,L4B 3Y8,23,555-2948,student5432@example.edu,1
5433,Imani Silva,1,Dr,1990-11-16,363 Xu St,M3E 2X4,11,555-9481,student5433@example.edu,1
5434,Ines Ahmadi,2,Mr,2003-05-31,166 Ibrahim St,V1H 4R0,24,555-1292,student5434@example.edu,1
5435,Amara Kowalski,2,Ms,1995-07-28,286 Tanaka St,P5C 6R9,26,555-3503,student5435@example.edu,1
5436,Viktor Yilmaz,3,Dr,2002-09-10,172 Lindqvist St,L7B 6Y1,10,555-7930,student5436@example.edu,1
5437,Dmitri Rossi,2,Dr,2005-01-24,802 Dubois St,L5B 1Y1,29,555-9949,student5437@example.edu,1
5438,Farid Jansen,1,Ms,1995-11-05,445 Yilmaz St,M1J 3X3,6,555-7595,student5438@example.edu,1
5439,Sofia Gallagher,3,Mx,1990-08-23,862 Haddad St,N4B 0Y3,27,555-8197,student5439@example.edu,1
5440,Wren Bianchi,1,Dr,1998-02-04,687 Eriksen St,M7H 5W5,21,555-8214,student5440@example.edu,1
5441,Sofia Moreau,1,Dr,2004-07-02,809 Dubois St,K5C 7X4,17,555-7054,student5441@example.edu,1
5442,Hiro Delgado,3,Ms,1981-02-15,570 Haddad St,K4E 8X3,4,555-9904,student5442@example.edu,1
5443,Oscar Eriksen,2,Ms,1993-12-11,801 Silva St,V0B 6R1,22,555-4093,student5443@example.edu,1
5444,Kenji Jansen,2,Mr,2001-11-01,518 Choi St,V7C 5Z4,11,555-4703,student5444@example.edu,1
5445,Xiomara Moreau,1,Mx,1991-03-08,521 Gallagher St,L6J 7Z6,1,555-4945,student5445@example.edu,1
5446,Ursula Ueda,1,Mx,1988-04-25,414 Kowalski St,V9J 9X8,8,555-4879,student5446@example.edu,1
5447,Ursula Okonkwo,1,Dr,1997-06-27,106 Ferreira St,M9C 0W5,23,555-4738,student5447@example.edu,1
5448,Nadia Costa,1,Mr,2004-11-06,804 Jansen St,V2H 9X7,3,555-4949,student5448@example.edu,1
5449,Amara Haddad,1,Mr,1990-07-03,734 Zielinski St,P6J 2R3,3,555-5008,student5449@example.edu,1
5450,Liam Ibrahim,2,Mr,1980-11-27,205 Quintero St,N5A 7Z3,12,555-8168,student5450@example.edu,1
5451,Xiomara Ferreira,1,Dr,1997-02-23,18 Quintero St,M9A 2X9,3,555-5949,student5451@example.edu,1
5452,Ursula Choi,2,Dr,2002-01-13,170 Achebe St,M6A 7Y3,20,555-9589,student5452@example.edu,1
5453,Farid Whitfield,1,Mr,1993-09-29,14 Bianchi St,M6C 0T8,8,555-9839,student5453@example.edu,1
5454,Greta Achebe,1,Mr,2004-05-23,67 Lindqvist St,M0H 7W9,4,555-6847,student5454@example.edu,1
5455,Zara Bergstrom,3,Mx,1998-09-24,393 Yilmaz St,P9J 7Z8,28,555-9457,student5455@example.edu,1
5456,Ursula Costa,1,Mx,1997-01-23,217 Gallagher St,P6C 2Z5,30,555-7618,student5456@example.edu,1
5457,Nadia Zielinski,1,Mr,1995-02-14,645 Ferreira St,N2A 5W4,22,555-5229,student5457@example.edu,1
5458,Wren Kowalski,3,Mx,2004-06-12,384 Dubois St,K3J 2X6,8,555-8814,student5458@example.edu,1
5459,Wren Zielinski,3,Ms,1996-12-29,445 Ferreira St,L7C 4T0,6,555-3340,student5459@example.edu,1
5460,Chiara Lindqvist,2,Dr,1993-03-06,563 Bianchi St,L9J 5Z3,7,555-4104,student5460@example.edu,1
5461,Yusuf Eriksen,1,Dr,1997-09-06,739 Eriksen St,P8H 2Z7,29,555-2996,student5461@example.edu,1
5462,Celine Choi,3,Ms,1997-07-17,559 Yilmaz St,K1C 8T0,29,555-4918,student5462@example.edu,1
5463,Nadia Whitfield,1,Mx,1983-07-12,177 Quintero St,K0H 9X4,11,555-8192,student5463@example.edu,1
