CustomerID,CustomerName,Province,Region,CustomerSegment
30320771,Janet Lee,Saskachewan,Prarie,Consumer
30354681,Alan Barnes,Northwest Territories,Northwest Territories,Corporate
30491084,Lena Cacioppo,British Columbia,West,Home Office
30509837,Jennifer Ferguson,Quebec,Quebec,Home Office
30521001,Anthony Rawles,British Columbia,West,Small Business
30535909,Filia McAdams,Prince Edward Island,Atlantic,Small Business
30578487,Aaron Hawkins,British Columbia,West,Home Office
30755819,Paul Van Hugh,Yukon,Yukon,Corporate
30770816,John Stevenson,Quebec,Quebec,Small Business
30809672,Maribeth Schnelling,Manitoba,Prarie,Corporate
30988102,Max Engle,Alberta,West,Corporate
31001244,Shirley Schmidt,Quebec,Quebec,Corporate
31028836,George Ashbrook,Ontario,Ontario,Small Business
31043562,Barry Pond,Yukon,Yukon,Consumer
31215298,Jay Fine,Yukon,Yukon,Consumer
31234599,Brendan Dodson,Prince Edward Island,Atlantic,Corporate
31282636,Anthony Garverick,Quebec,Quebec,Small Business
31290794,Darren Budd,Ontario,Ontario,Corporate
31295548,Katrina Edelman,Alberta,West,Corporate
31307134,Brendan Murry,Yukon,Yukon,Corporate
31314538,Keith Herrera,British Columbia,West,Small Business
31325721,Giulietta Dortch,Newfoundland,Atlantic,Consumer
31343539,Christopher Conant,Alberta,West,Home Office
31353881,Jason Fortune,Ontario,Ontario,Corporate
31379257,Joseph Airdo,Manitoba,Prarie,Consumer
31406507,Brian Stugart,Nova Scotia,Atlantic,Corporate
31445683,Ivan Gibson,Manitoba,Prarie,Corporate
31467554,Pauline Chand,Ontario,Ontario,Small Business
31509023,Raymond Fair,British Columbia,West,Small Business
31543089,Aaron Bergman,Alberta,West,Corporate
31594679,Allen Rosenblatt,Nunavut,Nunavut,Small Business
31645785,Clytie Kelty,Ontario,Ontario,Small Business
31708946,Suzanne McNair,Saskachewan,Prarie,Corporate
31711779,Pierre Wener,Nova Scotia,Atlantic,Home Office
31765799,Corey Catlett,Nova Scotia,Atlantic,Home Office
31768137,Gene McClure,Ontario,Ontario,Consumer
31848876,Justin Ellison,Saskachewan,Prarie,Home Office
31869933,Valerie Mitchum,Quebec,Quebec,Home Office
32001706,Jack O'Briant,Nova Scotia,Atlantic,Home Office
32156526,Natalie Webber,British Columbia,West,Corporate
32302821,John Castell,British Columbia,West,Consumer
32369615,Larry Blacks,Saskachewan,Prarie,Consumer
32369747,Dana Kaydos,Nova Scotia,Atlantic,Corporate
32396854,Robert Waldorf,Saskachewan,Prarie,Home Office
32444392,Helen Andreada,Yukon,Yukon,Corporate
32605811,Michael Dominguez,Ontario,Ontario,Home Office
32734260,Ivan Liston,Yukon,Yukon,Consumer
32749447,Michael Paige,Newfoundland,Atlantic,Small Business
32775334,Cari MacIntyre,Ontario,Ontario,Corporate
32797971,Dennis Bolton,British Columbia,West,Consumer
32914519,Art Ferguson,Manitoba,Prarie,Corporate
33115230,Nora Price,Quebec,Quebec,Small Business
33133679,Sylvia Foulston,Quebec,Quebec,Home Office
33158318,Tony Chapman,Ontario,Ontario,Consumer
33272196,Melanie Page,Ontario,Ontario,Corporate
33281016,Darren Powers,Alberta,West,Corporate
33357299,Jack Lebron,British Columbia,West,Corporate
33385671,Todd Boyes,Ontario,Ontario,Consumer
33388955,Chad Sievert,British Columbia,West,Corporate
33411187,Quincy Jones,Yukon,Yukon,Home Office
33447795,Brad Thomas,Newfoundland,Atlantic,Corporate
33483588,Ken Lonsdale,Manitoba,Prarie,Consumer
33584987,John Castell,Nova Scotia,Atlantic,Consumer
33619929,Craig Yedwab,Quebec,Quebec,Consumer
33663686,Cyra Reiten,Yukon,Yukon,Consumer
33681614,Michael Chen,Quebec,Quebec,Consumer
33741844,Eleni McCrary,Ontario,Ontario,Home Office
33774473,Dan Campbell,Yukon,Yukon,Small Business
33816384,Claudia Miner,Nunavut,Nunavut,Small Business
33819770,Dave Poirier,Nova Scotia,Atlantic,Small Business
33887422,Grant Carroll,Prince Edward Island,Atlantic,Small Business
33888882,Alice McCarthy,Alberta,West,Corporate
33932452,Brian Moss,Manitoba,Prarie,Corporate
33950005,Rick Duston,Ontario,Ontario,Corporate
33980383,Joni Sundaresam,Ontario,Ontario,Home Office
34003222,Harry Greene,Alberta,West,Corporate
34013170,Craig Molinari,Saskachewan,Prarie,Small Business
34034789,Raymond Fair,Nova Scotia,Atlantic,Small Business
34037705,Pauline Johnson,New Brunswick,Atlantic,Corporate
34104001,Ben Peterman,Nova Scotia,Atlantic,Corporate
34111372,Muhammed Lee,Yukon,Yukon,Consumer
34113194,Joni Wasserman,Yukon,Yukon,Consumer
34136970,Erin Mull,New Brunswick,Atlantic,Small Business
34141840,Dan Lawera,Ontario,Ontario,Corporate
34167695,Harold Dahlen,Nova Scotia,Atlantic,Corporate
34181262,Andrew Roberts,Alberta,West,Home Office
34201014,Ricardo Block,Alberta,West,Corporate
34211408,Joy Smith,Prince Edward Island,Atlantic,Consumer
34287086,Jeremy Farry,Quebec,Quebec,Small Business
34288922,Tom Ashbrook,British Columbia,West,Home Office
34397851,Ben Peterman,Newfoundland,Atlantic,Corporate
34402979,Denise Monton,Manitoba,Prarie,Home Office
34481830,Andrew Gjertsen,Nunavut,Nunavut,Consumer
34495598,Cynthia Delaney,British Columbia,West,Corporate
34598354,Giulietta Baptist,Prince Edward Island,Atlantic,Home Office
34667672,Kelly Lampkin,Ontario,Ontario,Corporate
34697007,Helen Wasserman,Quebec,Quebec,Home Office
34725205,Beth Thompson,Prince Edward Island,Atlantic,Corporate
34751059,Maribeth Dona,New Brunswick,Atlantic,Home Office
34851166,Frank Hawley,Alberta,West,Home Office
35074595,Harold Engle,Manitoba,Prarie,Home Office
35080446,Roy Collins,Saskachewan,Prarie,Corporate
35123748,Matt Abelman,Nova Scotia,Atlantic,Home Office
35175537,Joseph Holt,Saskachewan,Prarie,Home Office
35183561,Erica Hernandez,Quebec,Quebec,Small Business
35248419,Erica Hernandez,Nova Scotia,Atlantic,Small Business
35250192,Deborah Brumfield,Manitoba,Prarie,Small Business
35264587,Craig Yedwab,Newfoundland,Atlantic,Corporate
35278592,Brendan Murry,Nova Scotia,Atlantic,Corporate
35330575,Darrin Sayre,Yukon,Yukon,Consumer
35404813,Dan Campbell,Nova Scotia,Atlantic,Small Business
35540504,Khloe Miller,British Columbia,West,Home Office
35573893,Nora Paige,Nova Scotia,Atlantic,Consumer
35637070,Patrick Gardner,New Brunswick,Atlantic,Consumer
35678860,Tony Sayre,Alberta,West,Small Business
35713813,Matthew Clasen,Manitoba,Prarie,Consumer
35731448,Roland Murray,Manitoba,Prarie,Home Office
36033925,Corey Catlett,Manitoba,Prarie,Home Office
36061198,George Zrebassa,Newfoundland,Atlantic,Home Office
36067157,Anne Pryor,Quebec,Quebec,Corporate
36115195,Muhammed MacIntyre,Prince Edward Island,Atlantic,Small Business
36195642,Brian Stugart,Ontario,Ontario,Corporate
36255546,Keith Dawkins,Manitoba,Prarie,Home Office
36349541,Dorothy Wardle,Nunavut,Nunavut,Corporate
36351985,Nicole Brennan,Nova Scotia,Atlantic,Consumer
36382841,Ivan Liston,British Columbia,West,Consumer
36405393,Deborah Brumfield,Nova Scotia,Atlantic,Corporate
36409282,Paul Lucas,Ontario,Ontario,Corporate
36409723,Troy Staebel,Nova Scotia,Atlantic,Small Business
36470311,Sean Christensen,Ontario,Ontario,Home Office
36554514,Kimberly Carter,British Columbia,West,Small Business
36773200,Elizabeth Moffitt,Nova Scotia,Atlantic,Consumer
36778322,Kean Thornton,Ontario,Ontario,Corporate
36785821,Linda Cazamias,Ontario,Ontario,Corporate
36941796,Julia Barnett,British Columbia,West,Corporate
36982496,Mike Kennedy,British Columbia,West,Corporate
36996940,Kean Nguyen,Ontario,Ontario,Small Business
37146022,Liz MacKendrick,Ontario,Ontario,Corporate
37199328,Dennis Bolton,Ontario,Ontario,Small Business
37204966,Patrick Bzostek,Ontario,Ontario,Consumer
37216054,Dean Katz,Yukon,Yukon,Home Office
37231359,Corey Roper,Yukon,Yukon,Small Business
37304343,Nick Radford,Manitoba,Prarie,Corporate
37451272,Theresa Coyne,Ontario,Ontario,Home Office
37469927,Katherine Ducich,British Columbia,West,Corporate
37499275,Sanjit Chand,British Columbia,West,Home Office
37535131,Cari Sayre,Alberta,West,Home Office
37575390,Shaun Chance,Alberta,West,Corporate
37603216,Liz Price,Nova Scotia,Atlantic,Corporate
37673316,Valerie Dominguez,Manitoba,Prarie,Corporate
37723659,David Kendrick,Quebec,Quebec,Home Office
37846168,Ashley Jarboe,Yukon,Yukon,Small Business
37999431,Tamara Manning,Alberta,West,Corporate
38030197,Christopher Schild,Manitoba,Prarie,Corporate
38038963,Greg Matthias,British Columbia,West,Home Office
38059837,Julia West,Northwest Territories,Northwest Territories,Home Office
38075002,Alejandro Grove,Ontario,Ontario,Corporate
38079848,Raymond Book,Alberta,West,Consumer
38157437,Mary O'Rourke,Manitoba,Prarie,Home Office
38191421,Neil Ducich,Manitoba,Prarie,Home Office
38262641,Tiffany House,Saskachewan,Prarie,Corporate
38268269,Julia West,Northwest Territories,Northwest Territories,Consumer
38326802,Jennifer Jackson,Saskachewan,Prarie,Home Office
38342784,Ralph Arnett,Northwest Territories,Northwest Territories,Consumer
38344188,Kristina Nunn,British Columbia,West,Consumer
38345574,Brad Thomas,Quebec,Quebec,Home Office
38377074,Ann Blume,Quebec,Quebec,Small Business
38512011,Barry Blumstein,British Columbia,West,Small Business
38551290,Ken Lonsdale,British Columbia,West,Consumer
38554560,Nicole Hansen,Nunavut,Nunavut,Small Business
38640449,Chuck Magee,Saskachewan,Prarie,Corporate
38671459,Michael Moore,Manitoba,Prarie,Corporate
38709595,Mark Hamilton,Saskachewan,Prarie,Home Office
38732068,Sue Ann Reed,Manitoba,Prarie,Consumer
38783437,Darrin Sayre,Quebec,Quebec,Consumer
38797703,Rick Wilson,Saskachewan,Prarie,Corporate
38922248,Brad Thomas,British Columbia,West,Home Office
38978375,Adrian Hane,Nunavut,Nunavut,Corporate
38984610,Ted Butterfield,Quebec,Quebec,Corporate
39007820,Emily Phan,New Brunswick,Atlantic,Consumer
39017689,Shahid Collister,Ontario,Ontario,Home Office
39020168,Magdelene Morse,Ontario,Ontario,Home Office
39049481,Juliana Krohn,British Columbia,West,Corporate
39086044,Alex Avila,British Columbia,West,Home Office
39112993,Denny Ordway,British Columbia,West,Small Business
39140094,Doug Bickford,Northwest Territories,Northwest Territories,Corporate
39250329,Grant Donatelli,Ontario,Ontario,Consumer
39306812,Joel Jenkins,Manitoba,Prarie,Corporate
39335289,Dorothy Badders,Northwest Territories,Northwest Territories,Home Office
39350213,Carlos Soltero,Manitoba,Prarie,Small Business
39390141,Fred McMath,Quebec,Quebec,Small Business
39400605,Arthur Prichep,Ontario,Ontario,Home Office
39471769,Meg O'Connel,Manitoba,Prarie,Corporate
39501159,Phillip Flathmann,Quebec,Quebec,Small Business
39521544,George Zrebassa,Quebec,Quebec,Home Office
39521873,Sally Knutson,British Columbia,West,Home Office
39591257,Craig Carroll,Alberta,West,Small Business
39669813,Phillina Ober,New Brunswick,Atlantic,Small Business
39765174,Robert Waldorf,Ontario,Ontario,Home Office
39901794,Ken Lonsdale,Alberta,West,Consumer
39916227,Sally Knutson,British Columbia,West,Consumer
40066662,Scott Williamson,Nova Scotia,Atlantic,Small Business
40155039,Rick Duston,Nova Scotia,Atlantic,Corporate
40189087,Ivan Liston,Ontario,Ontario,Consumer
40247213,Jennifer Patt,British Columbia,West,Home Office
40253199,Mick Brown,Alberta,West,Consumer
40300751,Dorris Love,Quebec,Quebec,Corporate
40318451,Neil Knudson,Saskachewan,Prarie,Home Office
40344994,Dennis Bolton,British Columbia,West,Small Business
40351884,Christopher Martinez,British Columbia,West,Home Office
40381618,Cynthia Arntzen,Ontario,Ontario,Home Office
40482968,Chuck Clark,Alberta,West,Corporate
40499981,Bobby Elias,Nova Scotia,Atlantic,Small Business
40500528,Philip Fox,Ontario,Ontario,Home Office
40571381,Don Weiss,Ontario,Ontario,Corporate
40573457,Ben Peterman,Ontario,Ontario,Corporate
40615970,Vivek Grady,Ontario,Ontario,Home Office
40629636,Duane Huffman,Ontario,Ontario,Small Business
40732966,"Tamara Dahlen,",Ontario,Ontario,Corporate
40872584,Elizabeth Moffitt,Quebec,Quebec,Consumer
40876754,Julia West,Prince Edward Island,Atlantic,Consumer
40880095,Shirley Jackson,Nova Scotia,Atlantic,Corporate
40923657,Bruce Stewart,Ontario,Ontario,Corporate
40929835,Eugene Moren,British Columbia,West,Home Office
40982916,Michael Stewart,Quebec,Quebec,Small Business
41053630,Benjamin Patterson,Yukon,Yukon,Corporate
41170795,Brian Thompson,Ontario,Ontario,Home Office
41191887,Alyssa Crouse,Alberta,West,Corporate
41264800,Tanja Norvell,Manitoba,Prarie,Corporate
41308400,Dean Percer,Nova Scotia,Atlantic,Home Office
41561683,Robert Waldorf,Manitoba,Prarie,Home Office
41626962,Carl Jackson,Nunavut,Nunavut,Corporate
41718644,Mick Brown,Yukon,Yukon,Consumer
41823417,Pierre Wener,Ontario,Ontario,Home Office
41926635,Cathy Hwang,Nova Scotia,Atlantic,Home Office
41939918,Alejandro Savely,Ontario,Ontario,Corporate
41989638,Victoria Pisteka,British Columbia,West,Corporate
42168628,Clay Rozendal,Northwest Territories,Northwest Territories,Corporate
42440910,Brad Thomas,Nova Scotia,Atlantic,Corporate
42701778,Dan Campbell,Yukon,Yukon,Corporate
42801539,Alex Grayson,Ontario,Ontario,Consumer
42880061,Denise Leinenbach,Ontario,Ontario,Home Office
42895043,Theresa Swint,Quebec,Quebec,Consumer
42911135,Aaron Smayling,Manitoba,Prarie,Small Business
42923007,Janet Martin,Quebec,Quebec,Corporate
42941089,Don Jones,Northwest Territories,Northwest Territories,Corporate
42985416,Tom Prescott,Alberta,West,Small Business
42995013,Anna Haberlin,Ontario,Ontario,Corporate
43018738,Beth Fritzler,Saskachewan,Prarie,Small Business
43111170,Benjamin Venier,Nova Scotia,Atlantic,Small Business
43122374,John Lucas,Ontario,Ontario,Small Business
43284892,Jay Fine,Nova Scotia,Atlantic,Consumer
43339092,Christine Abelman,New Brunswick,Atlantic,Corporate
43389672,Sarah Brown,Saskachewan,Prarie,Consumer
43506335,Sung Chung,Alberta,West,Home Office
43644616,Doug Jacobs,Quebec,Quebec,Home Office
43761129,Jim Sink,Prince Edward Island,Atlantic,Corporate
43820994,Doug O'Connell,British Columbia,West,Small Business
43859307,Christine Abelman,Alberta,West,Corporate
44235784,Liz Thompson,Manitoba,Prarie,Corporate
44297353,Anthony Garverick,Saskachewan,Prarie,Small Business
44368691,Brian Derr,Manitoba,Prarie,Small Business
44424960,David Bremer,Yukon,Yukon,Corporate
44475905,Deborah Brumfield,Quebec,Quebec,Small Business
44510740,Corinna Mitchell,Ontario,Ontario,Corporate
44637256,Maria Bertelson,Ontario,Ontario,Corporate
44667886,Quincy Jones,Yukon,Yukon,Small Business
44725860,Karen Bern,Saskachewan,Prarie,Corporate
44738936,Mike Pelletier,Northwest Territories,Northwest Territories,Small Business
44768806,Maria Zettner,Manitoba,Prarie,Corporate
44799824,Mark Haberlin,Yukon,Yukon,Small Business
44817590,Odella Nelson,Ontario,Ontario,Small Business
44863503,Grant Thornton,Quebec,Quebec,Corporate
44875137,Mary Zewe,Ontario,Ontario,Corporate
44905147,Dan Reichenbach,Prince Edward Island,Atlantic,Corporate
45040261,Jenna Caffey,Prince Edward Island,Atlantic,Consumer
45065842,Aaron Bergman,Nunavut,Nunavut,Corporate
45162841,Patrick O'Donnell,Ontario,Ontario,Home Office
45168399,Matt Collins,British Columbia,West,Consumer
45209405,Cynthia Voltz,Yukon,Yukon,Corporate
45307458,Meg O'Connel,Ontario,Ontario,Small Business
45311141,Carl Weiss,Alberta,West,Consumer
45316579,Ruben Ausman,Ontario,Ontario,Corporate
45504324,Andrew Gjertsen,Northwest Territories,Northwest Territories,Consumer
45612560,Christopher Conant,Alberta,West,Consumer
45622197,Laurel Elliston,New Brunswick,Atlantic,Home Office
45678228,Sara Luxemburg,Ontario,Ontario,Small Business
45684102,Stefania Perrino,Ontario,Ontario,Corporate
45692573,Nicole Hansen,Northwest Territories,Northwest Territories,Small Business
45703891,Matt Collister,Quebec,Quebec,Home Office
45725722,Dianna Wilson,Nova Scotia,Atlantic,Small Business
45730635,Frank Price,Nunavut,Nunavut,Corporate
45759427,Alex Grayson,Newfoundland,Atlantic,Consumer
45761281,Rick Reed,Quebec,Quebec,Consumer
45783303,Michael Stewart,British Columbia,West,Small Business
45914050,Noel Staavos,Nova Scotia,Atlantic,Home Office
45988213,Karl Brown,Yukon,Yukon,Home Office
45991563,Sylvia Foulston,Nunavut,Nunavut,Corporate
46170980,Sylvia Foulston,Nunavut,Nunavut,Home Office
46184923,Heather Kirkland,Northwest Territories,Northwest Territories,Home Office
46187622,Fred Wasserman,Northwest Territories,Northwest Territories,Home Office
46365602,Yana Sorensen,British Columbia,West,Corporate
46376110,Julia Dunbar,Manitoba,Prarie,Consumer
46389525,Sally Knutson,Nova Scotia,Atlantic,Corporate
46667676,Carol Darley,British Columbia,West,Home Office
46716126,Thomas Thornton,Yukon,Yukon,Consumer
46851405,Corey Roper,Newfoundland,Atlantic,Small Business
46897051,Irene Maddox,Yukon,Yukon,Consumer
46998039,Thomas Brumley,British Columbia,West,Consumer
47074631,Grace Kelly,Ontario,Ontario,Consumer
47216818,Rick Wilson,Ontario,Ontario,Consumer
47232636,Logan Currie,Manitoba,Prarie,Small Business
47237797,Michelle Huthwaite,Quebec,Quebec,Home Office
47273840,Ralph Knight,Northwest Territories,Northwest Territories,Consumer
47278754,Justin Hirsh,Quebec,Quebec,Consumer
47367472,Daniel Byrd,British Columbia,West,Home Office
47416847,Frank Gastineau,Saskachewan,Prarie,Small Business
47450738,Victoria Wilson,Ontario,Ontario,Home Office
47505924,Sara Luxemburg,Yukon,Yukon,Small Business
47596871,Brendan Murry,Quebec,Quebec,Corporate
47611253,Astrea Jones,Ontario,Ontario,Corporate
47672749,Nora Price,Quebec,Quebec,Home Office
47742901,Dave Kipp,British Columbia,West,Consumer
47754470,Aaron Hawkins,Ontario,Ontario,Home Office
47862852,Scot Coram,Ontario,Ontario,Corporate
47872917,Rob Dowd,British Columbia,West,Corporate
47933319,Bobby Trafton,Newfoundland,Atlantic,Small Business
47941506,Matthew Clasen,Ontario,Ontario,Consumer
48076280,Trudy Brown,Saskachewan,Prarie,Small Business
48301253,Hunter Lopez,Newfoundland,Atlantic,Consumer
48318195,Scott Cohen,Ontario,Ontario,Consumer
48333341,Alan Barnes,Nunavut,Nunavut,Corporate
48564444,Matt Abelman,British Columbia,West,Home Office
48663618,Evan Bailliet,Manitoba,Prarie,Corporate
48678937,Stewart Carmichael,British Columbia,West,Corporate
48698759,Allen Golden,Ontario,Ontario,Consumer
48705543,Beth Thompson,Nunavut,Nunavut,Corporate
48760545,Cynthia Arntzen,Ontario,Ontario,Small Business
48810863,Nathan Gelder,Ontario,Ontario,Home Office
48835684,Bobby Elias,Quebec,Quebec,Small Business
48889817,Aaron Smayling,Quebec,Quebec,Small Business
48928701,Noel Staavos,Newfoundland,Atlantic,Home Office
48962730,Jessica Myrick,Ontario,Ontario,Small Business
49065676,Katrina Willman,Ontario,Ontario,Consumer
49105511,Evan Henry,Nova Scotia,Atlantic,Corporate
49129535,Karen Daniels,Ontario,Ontario,Consumer
49229231,Sally Matthias,British Columbia,West,Home Office
49260132,Quincy Jones,Alberta,West,Small Business
49310468,Parhena Norris,British Columbia,West,Home Office
49397035,Rick Hansen,Saskachewan,Prarie,Home Office
49413655,David Smith,Ontario,Ontario,Small Business
49422276,Bradley Nguyen,Quebec,Quebec,Consumer
49488637,Claudia Miner,Northwest Territories,Northwest Territories,Small Business
49508194,Rose O'Brian,Ontario,Ontario,Home Office
49594142,Jeremy Lonsdale,Quebec,Quebec,Corporate
49819071,Victoria Pisteka,Yukon,Yukon,Corporate
49950601,Meg Tillman,Saskachewan,Prarie,Small Business
49978976,Ann Chong,Northwest Territories,Northwest Territories,Corporate
50035826,Nicole Brennan,Alberta,West,Consumer
50111887,Ruben Dartt,Alberta,West,Corporate
50130217,Bobby Odegard,Ontario,Ontario,Corporate
50165765,Deanra Eno,Nova Scotia,Atlantic,Corporate
50169727,Tracy Hopkins,Saskachewan,Prarie,Small Business
50179492,Brad Norvell,Manitoba,Prarie,Corporate
50274012,Eric Barreto,Nova Scotia,Atlantic,Small Business
50320111,Trudy Schmidt,Nova Scotia,Atlantic,Small Business
50327280,Edward Nazzal,Ontario,Ontario,Small Business
50378986,Michelle Lonsdale,Northwest Territories,Northwest Territories,Home Office
50383746,Luke Foster,Nova Scotia,Atlantic,Corporate
50446311,Bill Overfelt,Ontario,Ontario,Corporate
50465044,Evan Henry,Yukon,Yukon,Corporate
50623060,Edward Hooks,Prince Edward Island,Atlantic,Consumer
50645676,Daniel Lacy,British Columbia,West,Small Business
50681325,Dean Percer,Quebec,Quebec,Home Office
50764704,Vicky Freymann,Nova Scotia,Atlantic,Home Office
50857062,Adam Hart,British Columbia,West,Corporate
50882136,Barry French,Northwest Territories,Northwest Territories,Consumer
50888944,Maureen Grace,Manitoba,Prarie,Corporate
50890784,Dave Hallsten,Ontario,Ontario,Corporate
50955308,Tom Stivers,Quebec,Quebec,Corporate
51000782,Duane Noonan,British Columbia,West,Corporate
51018321,Guy Thornton,Manitoba,Prarie,Corporate
51054401,Khloe Miller,British Columbia,West,Corporate
51065809,Larry Tron,Alberta,West,Home Office
51140110,Phillip Breyer,New Brunswick,Atlantic,Corporate
51145168,Fred Wasserman,Ontario,Ontario,Home Office
51228970,Brenda Bowman,Saskachewan,Prarie,Small Business
51305287,Charlotte Melton,Northwest Territories,Northwest Territories,Home Office
51326221,Marc Crier,Manitoba,Prarie,Consumer
51328978,Amy Cox,Ontario,Ontario,Corporate
51397901,Karl Brown,Ontario,Ontario,Home Office
51465599,Benjamin Venier,Ontario,Ontario,Small Business
51472989,Rick Duston,Quebec,Quebec,Corporate
51524374,Giulietta Dortch,Nova Scotia,Atlantic,Corporate
51561429,Muhammed Yedwab,Newfoundland,Atlantic,Consumer
51874025,Eleni McCrary,Nova Scotia,Atlantic,Corporate
51909216,Grant Carroll,Ontario,Ontario,Small Business
51916993,Eleni McCrary,Newfoundland,Atlantic,Corporate
51927660,Julia Barnett,Yukon,Yukon,Corporate
51940252,Guy Armstrong,Manitoba,Prarie,Corporate
51963363,Michelle Lonsdale,Prince Edward Island,Atlantic,Corporate
52110240,Andy Reiter,Nova Scotia,Atlantic,Corporate
52197137,Liz Pelletier,Alberta,West,Corporate
52225170,Thea Hendricks,British Columbia,West,Home Office
52276520,Eric Barreto,British Columbia,West,Small Business
52282157,Barry Franz,Quebec,Quebec,Corporate
52287358,Muhammed Lee,Yukon,Yukon,Corporate
52327242,Emily Grady,Alberta,West,Home Office
52336254,Theresa Swint,Quebec,Quebec,Home Office
52428882,Tracy Poddar,Ontario,Ontario,Corporate
52483004,Katrina Bavinger,Manitoba,Prarie,Consumer
52563015,Theone Pippenger,Nova Scotia,Atlantic,Corporate
52636682,Troy Staebel,Quebec,Quebec,Small Business
52653679,Chuck Sachs,Ontario,Ontario,Consumer
52736224,Mark Haberlin,Quebec,Quebec,Small Business
52863444,Grant Thornton,Yukon,Yukon,Corporate
52866664,Jennifer Patt,Quebec,Quebec,Home Office
52914743,Cari Schnelling,Northwest Territories,Northwest Territories,Small Business
53094905,Maris LaWare,British Columbia,West,Home Office
53132484,Tim Taslimi,British Columbia,West,Corporate
53272704,Mike Kennedy,Manitoba,Prarie,Small Business
53475838,Adrian Hane,Northwest Territories,Northwest Territories,Corporate
53512689,Jeremy Ellison,Ontario,Ontario,Small Business
53537502,Darren Koutras,Nova Scotia,Atlantic,Consumer
53648269,Dana Kaydos,Manitoba,Prarie,Corporate
53726389,Joy Smith,Manitoba,Prarie,Corporate
53790877,Art Miller,British Columbia,West,Corporate
53838315,Troy Blackwell,Manitoba,Prarie,Home Office
53855677,Ross DeVincentis,Quebec,Quebec,Corporate
53897432,Nathan Cano,Manitoba,Prarie,Consumer
53947199,Lori Olson,New Brunswick,Atlantic,Consumer
54085164,Rick Bensley,Manitoba,Prarie,Consumer
54160156,Ralph Knight,Nunavut,Nunavut,Consumer
54172200,Bruce Degenhardt,Yukon,Yukon,Home Office
54177895,Greg Guthrie,Manitoba,Prarie,Small Business
54239905,William Brown,Saskachewan,Prarie,Home Office
54281616,David Flashing,Quebec,Quebec,Home Office
54281706,Juliana Krohn,Yukon,Yukon,Corporate
54537998,Joe Elijah,Manitoba,Prarie,Home Office
54575080,Craig Carroll,Ontario,Ontario,Corporate
54579533,Alex Grayson,Quebec,Quebec,Consumer
54579803,Max Ludwig,Saskachewan,Prarie,Corporate
54628732,Erin Ashbrook,Ontario,Ontario,Consumer
54637428,Cynthia Voltz,Newfoundland,Atlantic,Corporate
54678268,Harry Marie,Ontario,Ontario,Consumer
54861644,Yana Sorensen,Newfoundland,Atlantic,Corporate
54917669,Erica Bern,Manitoba,Prarie,Corporate
54976397,Susan Vittorini,Prince Edward Island,Atlantic,Corporate
55010642,Dave Kipp,Yukon,Yukon,Corporate
55032223,Giulietta Dortch,Yukon,Yukon,Corporate
55087610,Eric Barreto,Quebec,Quebec,Small Business
55098417,Sample Company A,Alberta,West,Home Office
55158361,Michael Kennedy,Quebec,Quebec,Corporate
55283064,Sarah Foster,Ontario,Ontario,Corporate
55332006,Katherine Murray,Ontario,Ontario,Home Office
55417339,Elpida Rittenbach,Nova Scotia,Atlantic,Consumer
55426523,Alan Dominguez,Alberta,West,Corporate
55459419,Michelle Ellison,Ontario,Ontario,Consumer
55460332,Julie Prescott,Ontario,Ontario,Home Office
55462305,Ricardo Block,Yukon,Yukon,Corporate
55544129,Penelope Sewall,Alberta,West,Home Office
55591205,Cindy Chapman,Yukon,Yukon,Consumer
55591849,Sanjit Jacobs,British Columbia,West,Consumer
55611186,Janet Martin,Yukon,Yukon,Corporate
55650115,Jason Fortune,Alberta,West,Corporate
55788434,Bruce Money,Alberta,West,Corporate
55790716,Alan Haines,Quebec,Quebec,Consumer
55792985,David Flashing,Nova Scotia,Atlantic,Consumer
55827442,Allen Rosenblatt,Northwest Territories,Northwest Territories,Small Business
55895790,Justin Knight,British Columbia,West,Corporate
55920460,Neil Knudson,Saskachewan,Prarie,Corporate
56055651,Anna Chung,Yukon,Yukon,Home Office
56068175,Shirley Jackson,Yukon,Yukon,Corporate
56266301,Jim Mitchum,Ontario,Ontario,Consumer
56320053,Kristen Hastings,Ontario,Ontario,Small Business
56352213,Pauline Chand,Ontario,Ontario,Corporate
56394562,Hallie Redmond,Manitoba,Prarie,Home Office
56512681,Dave Kipp,Yukon,Yukon,Consumer
56549626,Michelle Moray,Saskachewan,Prarie,Corporate
56602296,Harry Marie,Manitoba,Prarie,Consumer
56607056,Tracy Hopkins,Yukon,Yukon,Small Business
56674083,Brendan Sweed,Alberta,West,Consumer
56692640,Tonja Turnell,Alberta,West,Consumer
56693633,Justin Hirsh,British Columbia,West,Consumer
56764115,Jim Epp,New Brunswick,Atlantic,Small Business
56808082,Frank Atkinson,Newfoundland,Atlantic,Corporate
56861570,Michael Stewart,Nova Scotia,Atlantic,Small Business
56916595,Eva Jacobs,Saskachewan,Prarie,Home Office
56979805,Carl Ludwig,Northwest Territories,Northwest Territories,Corporate
57117060,Sarah Jordon,British Columbia,West,Consumer
57145231,Emily Phan,Nova Scotia,Atlantic,Consumer
57153957,Jack O'Briant,Nova Scotia,Atlantic,Small Business
57185034,Brad Thomas,Quebec,Quebec,Corporate
57227532,Christy Brittain,Ontario,Ontario,Consumer
57347993,Todd Boyes,Ontario,Ontario,Small Business
